autores,year,journal,doi,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node,node
johan_&_syam,2014,ilmu_kelautan,,multiple_diseases,multiple_genera,baseline,western_sumatra,,,,,,,,,,,,,,,,
sreejan_et_al,2017,indian_journal_of_geo-marine_sciences,,multiple_diseases,multiple_genera,prevalence/incidence,andaman_and_nicobar_islands,,,,,,,,,,,,,,,,
aeby,1992,proceedings_7_icrs,,trematodiasis,plagioporus,porites,hawaii,fish_predation,,,,,,,,,,,,,,,
garzon-ferreira_&_zea,1992,bulletin_of_marine_science,,gorgonia,outbreak,southwestern_caribbean,,,,,,,,,,,,,,,,,
siladharma_&_karim,2017,ilmu_kelautan,10.14710/ik.ijms.22.4.193-200,porites,white_syndrome,prevalence/incidence,spatial_patterns,sewage/nutrients,sedimentation/turbidity,lesser_sunda,,,,,,,,,,,,,
rypien_et_al,2008,molecular_ecology,10.1111/j.1365-294X.2008.03894.x,aspergillosis,aspergillus,pathogen_characterization,floridian,bahamian,eastern_caribbean,western_caribbean,,,,,,,,,,,,,
nugues_&_nagelkerken,2006,revista_de_biologia_tropical,,aspergillosis,prevalence/incidence,population_structure,temporal_pattern,gorgonia,southern_caribbean,,,,,,,,,,,,,,
alker_et_al,2004,coral_reefs,10.1007/s00338-004-0405-y,multifocal_purple_spots,bahamian,western_caribbean,gorgonia,immune_response,,,,,,,,,,,,,,,
cervino_et_al,2012,diseases_of_aquatic_organisms,10.3354/dao02541,yellow_spot_disease,sarcophyton,sulawesi_sea/makassar_strait,bacterial_assemblage,zooxanthellae_damage,prevalence/incidence,,,,,,,,,,,,,,
couch_et_al,2013,marine_biology,10.1007/s00227-013-2240-6,multifocal_purple_spots,gorgonia,immune_response,floridian,greater_antilles,temporal_pattern,,,,,,,,,,,,,,
jolles_et_al.,2002,ecology,10.1890/0012-9658(2002)083[2373:DTOAIS]2.0.CO;2,aspergillosis,gorgonia,floridian,spatial_patterns,,,,,,,,,,,,,,,,
kim_et_al,2000,marine_biology,10.1007/s002270000333,aspergillosis,gorgonia,floridian,immune_response,aspergillus,,,,,,,,,,,,,,,
baker_et_al,2007,marine_ecology_progress_series,10.3354/meps06937,aspergillosis,gorgonia,sewage/nutrients,floridian,,,,,,,,,,,,,,,,
rypien,2008,marine_ecology_progress_series,10.3354/meps07600,aspergillus,pathogen_characterization,african_dust,,,,,,,,,,,,,,,,,
welsh_et_al,2017,peerj,10.7717/peerj.3315,floridian,commensal_bacteria,vibrio,halobacteriovorax,montastraea,,,,,,,,,,,,,,,
nagelkerken_et_al,1997,proceedings_8_icrs,,unnamed_disease,gorgonia,spatial_patterns,southern_caribbean,southwestern_caribbean,western_caribbean,greater_antilles,guianan,eastern_caribbean,bahamian,bermuda,,,,,,,,,
mattan-moorgawa_et_al,2017,wio_journal_of_marine_science,,white_syndrome,prevalence/incidence,zooxanthellae_photosynthetic_performance,acropora,pocillopora,galaxea,fungia,mascarene_islands,,,,,,,,,,,,
Bhagooli_et_al,2017,wio_journal_of_marine_science,,multiple_diseases,acropora,pocillopora,porites,prevalence/incidence,baseline,mascarene_islands,,,,,,,,,,,,,
soler-hurtado_et_al,2016,plos_one,10.1371/journal.pone.0165992,aspergillosis,aspergillus,leptogorgia,guayaquil,fungal_assemblage,,,,,,,,,,,,,,,
farmer,2017,physis,10.13140/RG.2.2.24115.32800,dark_spot_disease,southern_caribbean,multiple_genera,meta-analysis,temperature,prevalence/incidence,light,coral_mortality
